cos_charge_target__trigram_naturalness,cos_protenix_contact__charge_target,cos_protenix_contact__solubility_limit,cos_protenix_contact__trigram_naturalness,cos_solubility_limit__charge_target,cos_solubility_limit__trigram_naturalness,dir_charge_target,dir_protenix_contact,dir_solubility_limit,dir_trigram_naturalness,loss_charge_target,loss_protenix_contact,loss_solubility_limit,loss_trigram_naturalness,mean_oracle_descent,method,method_id,oracle_harm_rate,seed,sequence_entropy,sequence_entropy_delta,step,step_norm,worst_oracle_directional_derivative
-0.04839101698446627,0.033094299361922194,0.0015914044801477267,-0.0805887760389301,0.0,0.18841828844608383,-0.0006030024378560483,-4.687063694000244,-0.009341228753328323,0.04644384980201721,0.0009901543380692601,3.6333255767822266,0.11291849613189697,3.3392081260681152,-1.1626410188473528,single_protenix_contact,M1,0.25,0,2.7846856117248535,-0.3864870071411133,0,0.9644075632095337,0.04644384980201721
-0.04417686900623779,0.044900953345459654,0.15414842519176766,0.10042247172801803,0.0,0.16273782764892744,-0.0011367819970473647,-2.9736714363098145,-0.027993598952889442,-0.05678128823637962,0.0004789586237166077,3.1017284393310547,0.1036573275923729,3.3842062950134277,-0.7648957763740327,single_protenix_contact,M1,0.0,0,2.3981986045837402,-0.14690065383911133,1,0.7982233762741089,-0.0011367819970473647
0.06192382433812047,-0.024575716689116484,0.06587361610557278,0.104782505226387,0.0,0.17501527099516892,-6.427058906410821e-06,-1.183733344078064,0.001550012268126011,-0.020435582846403122,1.6698979379725643e-05,2.7878501415252686,0.07671010494232178,3.320845365524292,-0.30065633542881187,single_protenix_contact,M1,0.25,0,2.251297950744629,0.026732921600341797,2,0.5316556692123413,0.001550012268126011
-0.04839101698446627,0.033094299361922194,0.0015914044801477267,-0.0805887760389301,0.0,0.18841828844608383,-0.000674242211971432,-4.645758152008057,-0.04599292576313019,-0.015116758644580841,0.0009901543380692601,3.6333255767822266,0.11291849613189697,3.3392081260681152,-1.1768855196569348,naive_weighted,M3,0.0,0,2.7846856117248535,-0.389284610748291,0,0.9661809206008911,-0.000674242211971432
-0.052640034684383934,0.04183668818034999,-0.0312820303013273,0.04440155745654612,0.0,0.16439498193786029,-0.0002310776908416301,-1.3535269498825073,-0.005468324758112431,-0.06032687425613403,0.000430693180533126,3.0422468185424805,0.06949023902416229,3.3241512775421143,-0.35488830664689885,naive_weighted,M3,0.0,0,2.3954010009765625,-0.045671701431274414,1,0.5615861415863037,-0.0002310776908416301
-0.055920774251529165,-0.010203119231546764,-0.05882252150422315,-0.05614041277623723,0.0,0.17326443541081657,0.0003748408053070307,-1.03580641746521,-0.007576724514365196,-0.03660309687256813,0.00023060997773427516,2.686246871948242,0.06410811841487885,3.258857011795044,-0.26990284951170906,naive_weighted,M3,0.25,0,2.349729299545288,-0.005214691162109375,2,0.5080769062042236,0.0003748408053070307
-0.04839101698446627,0.033094299361922194,0.0015914044801477267,-0.0805887760389301,0.0,0.18841828844608383,-0.006231795996427536,-1.189565658569336,-0.11517766118049622,-0.13088327646255493,0.0009901543380692601,3.6333255767822266,0.11291849613189697,3.3392081260681152,-0.36046459805220366,normalized_weighted,M4,0.0,0,2.7846856117248535,-0.1307520866394043,0,0.4793682098388672,-0.006231795996427536
0.10744755720012272,0.07821849834143035,-0.11738647644365778,-0.04471842699586035,0.0,0.16876792633261906,-0.016325028613209724,-1.2341982126235962,-0.031101880595088005,-0.11563976854085922,0.004563719499856234,3.5754573345184326,0.022743841633200645,3.2051010131835938,-0.3493162225931883,normalized_weighted,M4,0.0,0,2.653933525085449,-0.08428645133972168,1,0.4487360417842865,-0.016325028613209724
-0.05573341010270975,0.07950561112810318,-0.25136819696957635,-0.11347546749781792,0.0,0.16915631719654034,-0.011091215535998344,-0.9783194065093994,-0.004716456867754459,-0.05540275201201439,0.0028378874994814396,2.9939990043640137,0.004837955813854933,3.0902626514434814,-0.26238245773129165,normalized_weighted,M4,0.0,0,2.5696470737457275,-0.11510729789733887,2,0.3784155547618866,-0.004716456867754459
-0.04839101698446627,0.033094299361922194,0.0015914044801477267,-0.0805887760389301,0.0,0.18841828844608383,-0.006231795996427536,-1.189565658569336,-0.11517766118049622,-0.13088327646255493,0.0009901543380692601,3.6333255767822266,0.11291849613189697,3.3392081260681152,-0.36046459805220366,soft_cone_correction,M6,0.0,0,2.7846856117248535,-0.1307520866394043,0,0.4793682098388672,-0.006231795996427536
