cos_charge_target__trigram_naturalness,cos_protenix_contact__charge_target,cos_protenix_contact__solubility_limit,cos_protenix_contact__trigram_naturalness,cos_solubility_limit__charge_target,cos_solubility_limit__trigram_naturalness,dir_charge_target,dir_protenix_contact,dir_solubility_limit,dir_trigram_naturalness,loss_charge_target,loss_protenix_contact,loss_solubility_limit,loss_trigram_naturalness,mean_oracle_descent,method,method_aux_slack,method_cone_denominator,method_id,method_max_aux_harms,method_min_primary_descent_ratio,oracle_harm_rate,seed,sequence_entropy,sequence_entropy_delta,step,step_norm,worst_oracle_directional_derivative
-0.04839100794683212,0.03099116659615393,-0.0017082765087560862,-0.07925876010025028,0.0,0.18841828844608383,-0.00051513483049348,-4.696451187133789,-0.008252417668700218,0.046555668115615845,0.0009901541052386165,3.6359739303588867,0.11291849613189697,3.3392081260681152,-1.1646657678793417,single_protenix_contact,0.02,8,M1,1,0.0,0.25,0,2.7846856117248535,-0.3850104808807373,0,0.9650286436080933,0.046555668115615845
-0.043011357862951426,0.057422151341322086,0.14659538444521647,0.07927722593716498,0.0,0.1635704621560486,-0.0012601951602846384,-2.464057445526123,-0.029094871133565903,-0.05107847973704338,0.0005420195520855486,3.123459577560425,0.10472804307937622,3.3847622871398926,-0.6363727478892542,single_protenix_contact,0.02,8,M1,1,0.0,0.0,0,2.399675130844116,-0.1229867935180664,1,0.732470691204071,-0.0012601951602846384
0.062314866886595696,0.0571309291032307,0.09499106959892746,0.014481654800109876,0.0,0.1719691826608443,-0.00011424074182286859,-1.9378225803375244,-0.012074763886630535,0.0025052232667803764,1.4312658095150255e-05,2.9414353370666504,0.07674214988946915,3.3298399448394775,-0.48687659042479936,single_protenix_contact,0.02,8,M1,1,0.0,0.25,0,2.27668833732605,-0.01095128059387207,2,0.6567895412445068,0.0025052232667803764
-0.04839100794683212,0.03099116659615393,-0.0017082765087560862,-0.07925876010025028,0.0,0.18841828844608383,-0.0005824161926284432,-4.655341625213623,-0.04531445354223251,-0.01578972488641739,0.0009901541052386165,3.6359739303588867,0.11291849613189697,3.3392081260681152,-1.1792570549587253,naive_weighted,0.02,8,M3,1,0.0,0.0,0,2.7846856117248535,-0.38748598098754883,0,0.9669488668441772,-0.0005824161926284432
-0.05171953514403724,0.051033953999082934,-0.005492704940996503,0.05776234326072764,0.0,0.165270425658666,-0.00039947539335116744,-1.427121877670288,-0.009551629424095154,-0.06233725696802139,0.0004933836171403527,3.0576436519622803,0.07008087635040283,3.3238492012023926,-0.37485255986393895,naive_weighted,0.02,8,M3,1,0.0,0.0,0,2.3971996307373047,-0.04903578758239746,1,0.573647677898407,-0.00039947539335116744
-0.05703301636490253,-0.007764087432382038,0.01651369706932067,0.01342765425804022,0.0,0.1726291562305049,0.0007113259052857757,-5.806135654449463,-0.026234444230794907,-0.06874444335699081,0.00017476842913310975,2.9281578063964844,0.06079423055052757,3.255953550338745,-1.4751008040329907,naive_weighted,0.02,8,M3,1,0.0,0.25,0,2.3481638431549072,-0.15267443656921387,2,1.088057279586792,0.0007113259052857757
-0.04839100794683212,0.03099116659615393,-0.0017082765087560862,-0.07925876010025028,0.0,0.18841828844608383,-0.0062181344255805016,-1.1882179975509644,-0.11490381509065628,-0.13111908733844757,0.0009901541052386165,3.6359739303588867,0.11291849613189697,3.3392081260681152,-0.3601147586014122,normalized_weighted,0.02,8,M4,1,0.0,0.0,0,2.7846856117248535,-0.131178617477417,0,0.47887736558914185,-0.0062181344255805016
0.1072612815203017,0.085363791839785,-0.15369205549636064,-0.05407661618830072,0.0,0.16913959859219949,-0.016375159844756126,-1.2801014184951782,-0.029982686042785645,-0.1162298172712326,0.0045344410464167595,3.5931813716888428,0.02286750078201294,3.20477294921875,-0.36067227041348815,normalized_weighted,0.02,8,M4,1,0.0,0.0,0,2.6535069942474365,-0.08201718330383301,1,0.4473617970943451,-0.016375159844756126
-0.055260357182686654,0.07958150403555111,-0.26164689740825897,-0.11099603822747439,0.0,0.16984048711158667,-0.011303350329399109,-0.8806336522102356,-0.00505248224362731,-0.0557311475276947,0.0029431264847517014,2.9711031913757324,0.005206120666116476,3.089390277862549,-0.23818015807773918,normalized_weighted,0.02,8,M4,1,0.0,0.0,0,2.5714898109436035,-0.11458373069763184,2,0.37800654768943787,-0.00505248224362731
-0.04839100794683212,0.03099116659615393,-0.0017082765087560862,-0.07925876010025028,0.0,0.18841828844608383,-0.0062181344255805016,-1.1882179975509644,-0.11490381509065628,-0.13111908733844757,0.0009901541052386165,3.6359739303588867,0.11291849613189697,3.3392081260681152,-0.3601147586014122,soft_cone_correction,0.02,8,M6,1,0.0,0.0,0,2.7846856117248535,-0.131178617477417,0,0.47887736558914185,-0.0062181344255805016
0.1072612815203017,0.085363791839785,-0.15369205549636064,-0.05407661618830072,0.0,0.16913959859219949,-0.016375159844756126,-1.2801014184951782,-0.029982686042785645,-0.1162298172712326,0.0045344410464167595,3.5931813716888428,0.02286750078201294,3.20477294921875,-0.36067227041348815,soft_cone_correction,0.02,8,M6,1,0.0,0.0,0,2.6535069942474365,-0.08201718330383301,1,0.4473617970943451,-0.016375159844756126
