aux_harm_count,aux_worst_directional_derivative,balanced_best_feasible_mean_derivative,balanced_best_feasible_mean_normalized_derivative,balanced_best_mean_derivative,balanced_best_mean_normalized_derivative,balanced_candidate_count,balanced_feasible_candidate_count,balanced_selected_feasible,balanced_selected_mean_derivative,balanced_selected_mean_normalized_derivative,balanced_selected_worst_derivative,balanced_selected_worst_normalized_derivative,cos_boltz2_distogram_contact__charge_target,cos_boltz2_distogram_contact__solubility_limit,cos_boltz2_distogram_contact__trigram_naturalness,cos_charge_target__trigram_naturalness,cos_protenix_contact__boltz2_distogram_contact,cos_protenix_contact__charge_target,cos_protenix_contact__solubility_limit,cos_protenix_contact__trigram_naturalness,cos_solubility_limit__charge_target,cos_solubility_limit__trigram_naturalness,dir_boltz2_distogram_contact,dir_charge_target,dir_protenix_contact,dir_solubility_limit,dir_trigram_naturalness,hardening_fraction,hardening_mean_margin,hardening_mean_max_prob,hardening_new_positions,hardening_total_positions,loss_boltz2_distogram_contact,loss_charge_target,loss_protenix_contact,loss_solubility_limit,loss_trigram_naturalness,mean_oracle_descent,method,method_aux_slack,method_cone_denominator,method_hardening_max_fraction,method_hardening_sample_count,method_hardening_threshold,method_id,method_max_aux_harms,method_min_primary_descent_ratio,method_terminal_anneal_final_temperature,oracle_harm_rate,primary_directional_derivative,primary_oracle,projected_step_norm,qp_best_primary_derivative,qp_min_allowed_primary_derivative,qp_selected_aux_violation,qp_selected_contact_distance,qp_selected_contact_violation,qp_selected_feasible,qp_selected_primary_ratio,seed,sequence_entropy,sequence_entropy_after,sequence_entropy_delta,step,step_norm,terminal_anneal_temperature,worst_oracle_directional_derivative
0,-0.00015512594836764038,,,,,,,,,,,,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.11296966671943665,-0.00015512594836764038,-4.891537666320801,-0.04591113328933716,-0.053244512528181076,0.0,0.08371049165725708,0.21710507571697235,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-1.0207636209612247,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.0,-4.891537666320801,protenix_contact,0.9643486738204956,,,,,,,,0,2.7846856117248535,2.3517775535583496,-0.4329080581665039,0,0.9643486738204956,1.0,-0.00015512594836764038
0,-0.005804864689707756,,,,,,,,,,,,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.0817076563835144,-0.005804864689707756,-1.8588933944702148,-0.08601624518632889,-0.13322709500789642,0.0,0.06898348778486252,0.18102529644966125,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-0.43312985114753244,normalized_weighted,0.02,8,0.0,0,0.0,M4,1,0.0,1.0,0.0,-1.8588933944702148,protenix_contact,0.5325032472610474,,,,,,,,0,2.7846856117248535,2.6166958808898926,-0.16798973083496094,0,0.5325032472610474,1.0,-0.005804864689707756
0,-0.00015512594836764038,,,,,,,,,,,,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.11296966671943665,-0.00015512594836764038,-4.891537666320801,-0.04591113328933716,-0.053244512528181076,0.0,0.08371049165725708,0.21710507571697235,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-1.0207636209612247,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-4.891537666320801,protenix_contact,0.9643486738204956,,,,,,,,0,2.7846856117248535,2.3517775535583496,-0.4329080581665039,0,0.9643486738204956,1.0,-0.00015512594836764038
1,0.0011862153187394142,,,,,,,,,,,,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.10300344228744507,-0.00012924321345053613,-4.878055572509766,-0.020219901576638222,0.0011862153187394142,0.0,0.08403114974498749,0.21589843928813934,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-1.000044388853712,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.2,-4.878055572509766,protenix_contact,0.9494770169258118,-4.891537666320801,-2.9349225997924804,0.0,0.7427091598510742,0.0,True,0.9972437922936055,0,2.7846856117248535,2.367614269256592,-0.4170713424682617,0,0.9494770169258118,1.0,0.0011862153187394142
0,-0.0012117179576307535,-1.0207636209612247,-0.46613978863775635,-1.0207636209612247,-0.46613978863775635,1013.0,426.0,True,-0.09607583475299179,-0.46613978863775635,-0.0012117179576307535,-0.4008289788457514,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.018617454916238785,-0.0012117179576307535,-0.40929943323135376,-0.01949974335730076,-0.03175082430243492,0.0,0.059779804199934006,0.16249960660934448,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-0.09607583475299179,balanced_zero_harm_cone,0.0,10,0.0,0,0.0,M10a,0,0.0,1.0,0.0,-0.40929943323135376,protenix_contact,0.11653494089841843,,,,,,,,0,2.7846856117248535,2.7725014686584473,-0.01218414306640625,0,0.11653494089841843,1.0,-0.0012117179576307535
0,-0.006014991085976362,,,,,,,,,,,,-0.007231939787451226,-0.2727224806501757,-0.027343886081459268,-0.04839100794683212,0.3536866996010077,-0.001128797684165992,0.018515691488385153,0.01227621699866766,0.0,0.18841828844608383,-0.09573300927877426,-0.006014991085976362,-1.9351155757904053,-0.10112950205802917,-0.13609865307807922,0.0,0.06779219210147858,0.18285050988197327,0.0,0.0,-0.1635761857032776,0.0009901541052386165,4.05204439163208,0.11291849613189697,3.3392081260681152,-0.45481834625825285,pcgrad_normalized,0.02,8,0.0,0,0.0,M11a,1,0.0,1.0,0.0,-1.9351155757904053,protenix_contact,0.5831466913223267,,,,,,,,0,2.7846856117248535,2.5883374214172363,-0.1963481903076172,0,0.5831466913223267,1.0,-0.006014991085976362
0,-0.0028709261678159237,,,,,,,,,,,,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.1611625999212265,-0.0028709261678159237,-5.582856178283691,-0.06328152120113373,-0.11309961974620819,0.0,0.08986001461744308,0.23984430730342865,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-1.184654169064015,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.0,-5.582856178283691,protenix_contact,1.016251802444458,,,,,,,,1,2.693592071533203,2.255974054336548,-0.4376180171966553,0,1.016251802444458,1.0,-0.0028709261678159237
0,-0.01577523723244667,,,,,,,,,,,,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.14973926544189453,-0.01577523723244667,-1.9538192749023438,-0.10732734203338623,-0.1547931730747223,0.0,0.08753922581672668,0.209110826253891,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-0.4762908585369587,normalized_weighted,0.02,8,0.0,0,0.0,M4,1,0.0,1.0,0.0,-1.9538192749023438,protenix_contact,0.5352758169174194,,,,,,,,1,2.693592071533203,2.520888566970825,-0.17270350456237793,0,0.5352758169174194,1.0,-0.01577523723244667
0,-0.0028709261678159237,,,,,,,,,,,,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.1611625999212265,-0.0028709261678159237,-5.582856178283691,-0.06328152120113373,-0.11309961974620819,0.0,0.08986001461744308,0.23984430730342865,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-1.184654169064015,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-5.582856178283691,protenix_contact,1.016251802444458,,,,,,,,1,2.693592071533203,2.255974054336548,-0.4376180171966553,0,1.016251802444458,1.0,-0.0028709261678159237
0,-0.001884765224531293,,,,,,,,,,,,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.10069389641284943,-0.001884765224531293,-5.5304436683654785,-0.03539503365755081,-0.06006830558180809,0.0,0.09292217344045639,0.23780885338783264,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-1.1456971338484436,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.0,-5.5304436683654785,protenix_contact,0.9855979681015015,-5.582856178283691,-3.3497137069702148,0.0,0.8137145638465881,0.0,True,0.9906118824763785,1,2.693592071533203,2.270703077316284,-0.42288899421691895,0,0.9855979681015015,1.0,-0.001884765224531293
0,-0.0032249640207737684,-1.184654169064015,-0.4807205245453847,-1.184654169064015,-0.4807205245453847,1013.0,570.0,True,-0.12157948515377939,-0.4807205245453847,-0.0032249640207737684,-0.40034469293714886,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.033824168145656586,-0.0032249640207737684,-0.510006844997406,-0.024600397795438766,-0.03624105080962181,0.0,0.08902322500944138,0.20321524143218994,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-0.12157948515377939,balanced_zero_harm_cone,0.0,10,0.0,0,0.0,M10a,0,0.0,1.0,0.0,-0.510006844997406,protenix_contact,0.12018013745546341,,,,,,,,1,2.693592071533203,2.6830193996429443,-0.010572671890258789,0,0.12018013745546341,1.0,-0.0032249640207737684
0,-0.016336416825652122,,,,,,,,,,,,0.008634444897912132,-0.10578202079992537,-0.05120545071390037,-0.03058132189602512,0.19566164719057885,-0.015783553931112797,0.055795298390912094,0.11422490265022316,0.0,0.21768897981714955,-0.16728851199150085,-0.016336416825652122,-1.9972895383834839,-0.11470532417297363,-0.16026774048805237,0.0,0.08774623274803162,0.21018916368484497,0.0,0.0,-0.14758546650409698,0.006739187519997358,4.042593002319336,0.11875367164611816,3.3163044452667236,-0.4911775063723326,pcgrad_normalized,0.02,8,0.0,0,0.0,M11a,1,0.0,1.0,0.0,-1.9972895383834839,protenix_contact,0.5678108334541321,,,,,,,,1,2.693592071533203,2.5041885375976562,-0.18940353393554688,0,0.5678108334541321,1.0,-0.016336416825652122
1,0.06632357835769653,,,,,,,,,,,,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.06696491688489914,-0.006772490683943033,-2.639909505844116,0.06632357835769653,-0.02000340074300766,0.0,0.06662607192993164,0.1860414743423462,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.5334653471596539,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.2,-2.639909505844116,protenix_contact,0.7324934601783752,,,,,,,,2,2.749011516571045,2.5578269958496094,-0.19118452072143555,0,0.7324934601783752,1.0,0.06632357835769653
0,-0.02242257073521614,,,,,,,,,,,,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.08725401759147644,-0.02242257073521614,-0.7438284754753113,-0.05618104711174965,-0.13346120715141296,0.0,0.06260067224502563,0.17462101578712463,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.2086294636130333,normalized_weighted,0.02,8,0.0,0,0.0,M4,1,0.0,1.0,0.0,-0.7438284754753113,protenix_contact,0.5002513527870178,,,,,,,,2,2.749011516571045,2.6447503566741943,-0.10426115989685059,0,0.5002513527870178,1.0,-0.02242257073521614
1,0.06632357835769653,,,,,,,,,,,,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.06696491688489914,-0.006772490683943033,-2.639909505844116,0.06632357835769653,-0.02000340074300766,0.0,0.06662607192993164,0.1860414743423462,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.5334653471596539,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.2,-2.639909505844116,protenix_contact,0.7324934601783752,,,,,,,,2,2.749011516571045,2.5578269958496094,-0.19118452072143555,0,0.7324934601783752,1.0,0.06632357835769653
1,0.06632357835769653,,,,,,,,,,,,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.06696491688489914,-0.006772490683943033,-2.639909505844116,0.06632357835769653,-0.02000340074300766,0.0,0.06662607192993164,0.1860414743423462,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.5334653471596539,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.2,-2.639909505844116,protenix_contact,0.7324934601783752,-2.741060733795166,-1.6446364402770997,0.0,0.524946391582489,0.0,True,0.9630977793724538,2,2.749011516571045,2.5578269958496094,-0.19118452072143555,0,0.7324934601783752,1.0,0.06632357835769653
0,-0.004712948575615883,-0.2086294636130333,-0.42589899754501664,-0.5334653471596539,-0.42589899754501664,1013.0,315.0,True,-0.046586133539676666,-0.42589899754501664,-0.004712948575615883,-0.2852001210629987,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.01882738433778286,-0.004712948575615883,-0.1684953272342682,-0.012035798281431198,-0.028859209269285202,0.0,0.07072760909795761,0.17970195412635803,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.046586133539676666,balanced_zero_harm_cone,0.0,10,0.0,0,0.0,M10a,0,0.0,1.0,0.0,-0.1684953272342682,protenix_contact,0.10647474229335785,,,,,,,,2,2.749011516571045,2.749446392059326,0.00043487548828125,0,0.10647474229335785,1.0,-0.004712948575615883
0,-0.02358536794781685,,,,,,,,,,,,0.06815985398268003,-0.26001643208820996,-0.041112889695586755,-0.027839250687070327,0.1839408134992608,0.08676948805394274,-0.33843948903685755,-0.10987592192099663,0.0,0.20578802898293838,-0.09579136222600937,-0.02358536794781685,-0.9293028116226196,-0.09023579955101013,-0.14143823087215424,0.0,0.06117801368236542,0.17598500847816467,0.0,0.0,-0.12081391364336014,0.010491056367754936,4.347179412841797,0.09057851880788803,3.351402759552002,-0.25607071444392204,pcgrad_normalized,0.02,8,0.0,0,0.0,M11a,1,0.0,1.0,0.0,-0.9293028116226196,protenix_contact,0.5998347997665405,,,,,,,,2,2.749011516571045,2.5985820293426514,-0.15042948722839355,0,0.5998347997665405,1.0,-0.02358536794781685
2,0.07319708913564682,,,,,,,,,,,,-0.023317370599820683,-0.1654328710108582,-0.044156627888286545,-0.03673894276774266,-0.3861017235224915,0.02124339550687896,-0.05519000977359297,0.007947280602689219,0.0,0.18310255237020365,0.07319708913564682,0.0005310948472470045,-3.8381807804107666,-0.01924115978181362,-0.07165976613759995,0.0,0.10682730376720428,0.25186967849731445,0.0,0.0,-0.14861978590488434,0.002476237714290619,4.1860456466674805,0.10711736977100372,3.3189823627471924,-0.7710707044694572,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.4,-3.8381807804107666,protenix_contact,0.8673691749572754,,,,,,,,3,2.635240077972412,2.290144920349121,-0.345095157623291,0,0.8673691749572754,1.0,0.07319708913564682
0,-0.009168528020381927,,,,,,,,,,,,-0.023317370599820683,-0.1654328710108582,-0.044156627888286545,-0.03673894276774266,-0.3861017235224915,0.02124339550687896,-0.05519000977359297,0.007947280602689219,0.0,0.18310255237020365,-0.02083064801990986,-0.009168528020381927,-0.6206149458885193,-0.08842296153306961,-0.13432225584983826,0.0,0.11953771114349365,0.23761922121047974,0.0,0.0,-0.14861978590488434,0.002476237714290619,4.1860456466674805,0.10711736977100372,3.3189823627471924,-0.1746718678623438,normalized_weighted,0.02,8,0.0,0,0.0,M4,1,0.0,1.0,0.0,-0.6206149458885193,protenix_contact,0.4490608870983124,,,,,,,,3,2.635240077972412,2.4840712547302246,-0.1511688232421875,0,0.4490608870983124,1.0,-0.009168528020381927
0,-0.009168528020381927,,,,,,,,,,,,-0.023317370599820683,-0.1654328710108582,-0.044156627888286545,-0.03673894276774266,-0.3861017235224915,0.02124339550687896,-0.05519000977359297,0.007947280602689219,0.0,0.18310255237020365,-0.02083064801990986,-0.009168528020381927,-0.6206149458885193,-0.08842296153306961,-0.13432225584983826,0.0,0.11953771114349365,0.23761922121047974,0.0,0.0,-0.14861978590488434,0.002476237714290619,4.1860456466674805,0.10711736977100372,3.3189823627471924,-0.1746718678623438,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-0.6206149458885193,protenix_contact,0.4490608870983124,,,,,,,,3,2.635240077972412,2.4840712547302246,-0.1511688232421875,0,0.4490608870983124,1.0,-0.009168528020381927
3,0.07953077554702759,,,,,,,,,,,,-0.023317370599820683,-0.1654328710108582,-0.044156627888286545,-0.03673894276774266,-0.3861017235224915,0.02124339550687896,-0.05519000977359297,0.007947280602689219,0.0,0.18310255237020365,0.07953077554702759,0.00045895465882495046,-3.877131938934326,0.01599416509270668,-0.0033196592703461647,0.0,0.10803356766700745,0.25042757391929626,0.0,0.0,-0.14861978590488434,0.002476237714290619,4.1860456466674805,0.10711736977100372,3.3189823627471924,-0.7568935405812226,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.6,-3.877131938934326,protenix_contact,0.8628000020980835,-3.877131938934326,-2.3262791633605957,0.0,0.657318115234375,0.0,True,0.9999999999997421,3,2.635240077972412,2.293140411376953,-0.342099666595459,0,0.8628000020980835,1.0,0.07953077554702759
0,-0.0019526679534465075,-0.1746718678623438,-0.4000896307912368,-0.7710707044694572,-0.4000896307912368,1013.0,109.0,True,-0.042199754947796465,-0.4000896307912368,-0.0019526679534465075,-0.18993913980599667,-0.023317370599820683,-0.1654328710108582,-0.044156627888286545,-0.03673894276774266,-0.3861017235224915,0.02124339550687896,-0.05519000977359297,0.007947280602689219,0.0,0.18310255237020365,-0.005047613754868507,-0.0019526679534465075,-0.15197250247001648,-0.019839761778712273,-0.03218622878193855,0.0,0.11962481588125229,0.2326107621192932,0.0,0.0,-0.14861978590488434,0.002476237714290619,4.1860456466674805,0.10711736977100372,3.3189823627471924,-0.042199754947796465,balanced_zero_harm_cone,0.0,10,0.0,0,0.0,M10a,0,0.0,1.0,0.0,-0.15197250247001648,protenix_contact,0.09985630214214325,,,,,,,,3,2.635240077972412,2.6228199005126953,-0.012420177459716797,0,0.09985630214214325,1.0,-0.0019526679534465075
